,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,REF_AREA,INDICATOR,Frequency,Reference Area,Indicator
680,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2006-09,2006-09-01,95.978860103627,95.978860103627,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
681,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2006-10,2006-10-01,95.7823834196891,95.7823834196891,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
682,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2006-11,2006-11-01,95.2911917098446,95.2911917098446,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
683,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2006-12,2006-12-01,95.3894300518135,95.3894300518135,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
684,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2007-01,2007-01-01,95.1929533678756,95.1929533678756,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
685,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2007-02,2007-02-01,94.7017616580311,94.7017616580311,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
686,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2007-03,2007-03-01,94.9964766839378,94.9964766839378,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
687,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2007-04,2007-04-01,95.2911917098446,95.2911917098446,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
688,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2007-05,2007-05-01,95.5859067357513,95.5859067357513,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
689,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2007-06,2007-06-01,95.3894300518135,95.3894300518135,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
690,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2007-07,2007-07-01,95.2911917098446,95.2911917098446,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
691,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2007-08,2007-08-01,95.7823834196891,95.7823834196891,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
692,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2007-09,2007-09-01,95.7823834196891,95.7823834196891,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
693,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2007-10,2007-10-01,96.0770984455959,96.0770984455959,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
694,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2007-11,2007-11-01,95.880621761658,95.880621761658,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
695,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2007-12,2007-12-01,96.0770984455959,96.0770984455959,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
696,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2008-01,2008-01-01,95.880621761658,95.880621761658,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
697,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2008-02,2008-02-01,95.6841450777202,95.6841450777202,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
698,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2008-03,2008-03-01,96.1753367875648,96.1753367875648,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
699,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2008-04,2008-04-01,96.0770984455959,96.0770984455959,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
700,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2008-05,2008-05-01,96.8630051813471,96.8630051813471,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
701,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2008-06,2008-06-01,97.2559585492228,97.2559585492228,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
702,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2008-07,2008-07-01,97.4524352331606,97.4524352331606,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
703,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2008-08,2008-08-01,97.7471502590674,97.7471502590674,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
704,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2008-09,2008-09-01,97.7471502590674,97.7471502590674,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
705,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2008-10,2008-10-01,97.6489119170984,97.6489119170984,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
706,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2008-11,2008-11-01,96.8630051813471,96.8630051813471,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
707,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2008-12,2008-12-01,96.4700518134715,96.4700518134715,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
708,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2009-01,2009-01-01,95.880621761658,95.880621761658,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
709,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2009-02,2009-02-01,95.5859067357513,95.5859067357513,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
710,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2009-03,2009-03-01,95.880621761658,95.880621761658,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
711,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2009-04,2009-04-01,95.978860103627,95.978860103627,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
712,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2009-05,2009-05-01,95.7823834196891,95.7823834196891,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
713,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2009-06,2009-06-01,95.5859067357513,95.5859067357513,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
714,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2009-07,2009-07-01,95.2911917098446,95.2911917098446,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
715,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2009-08,2009-08-01,95.5859067357513,95.5859067357513,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
716,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2009-09,2009-09-01,95.5859067357513,95.5859067357513,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
717,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2009-10,2009-10-01,95.1929533678756,95.1929533678756,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
718,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2009-11,2009-11-01,94.9964766839378,94.9964766839378,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
719,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2009-12,2009-12-01,94.8,94.8,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
720,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2010-01,2010-01-01,94.9,94.9,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
721,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2010-02,2010-02-01,94.9,94.9,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
722,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2010-03,2010-03-01,95.1,95.1,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
723,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2010-04,2010-04-01,95.1,95.1,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
724,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2010-05,2010-05-01,95.1,95.1,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
725,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2010-06,2010-06-01,94.9,94.9,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
726,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2010-07,2010-07-01,94.4,94.4,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
727,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2010-08,2010-08-01,94.5,94.5,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
728,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2010-09,2010-09-01,94.7,94.7,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
729,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2010-10,2010-10-01,95.0,95.0,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
730,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2010-11,2010-11-01,94.7,94.7,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
731,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2010-12,2010-12-01,94.5,94.5,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
732,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2011-01,2011-01-01,94.4,94.4,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
733,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2011-02,2011-02-01,94.4,94.4,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
734,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2011-03,2011-03-01,94.6,94.6,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
735,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2011-04,2011-04-01,94.7,94.7,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
736,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2011-05,2011-05-01,94.7,94.7,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
737,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2011-06,2011-06-01,94.6,94.6,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
738,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2011-07,2011-07-01,94.6,94.6,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
739,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2011-08,2011-08-01,94.7,94.7,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
740,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2011-09,2011-09-01,94.7,94.7,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
741,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2011-10,2011-10-01,94.8,94.8,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
742,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2011-11,2011-11-01,94.2,94.2,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
743,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2011-12,2011-12-01,94.3,94.3,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
744,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2012-01,2012-01-01,94.5,94.5,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
745,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2012-02,2012-02-01,94.7,94.7,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
746,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2012-03,2012-03-01,95.1,95.1,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
747,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2012-04,2012-04-01,95.2,95.2,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
748,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2012-05,2012-05-01,94.9,94.9,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
749,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2012-06,2012-06-01,94.4,94.4,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
750,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2012-07,2012-07-01,94.1,94.1,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
751,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2012-08,2012-08-01,94.3,94.3,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
752,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2012-09,2012-09-01,94.4,94.4,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
753,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2012-10,2012-10-01,94.4,94.4,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
754,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2012-11,2012-11-01,94.1,94.1,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
755,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2012-12,2012-12-01,94.1,94.1,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
756,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2013-01,2013-01-01,94.2,94.2,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
757,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2013-02,2013-02-01,94.0,94.0,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
758,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2013-03,2013-03-01,94.2,94.2,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
759,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2013-04,2013-04-01,94.5,94.5,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
760,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2013-05,2013-05-01,94.6,94.6,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
761,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2013-06,2013-06-01,94.6,94.6,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
762,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2013-07,2013-07-01,94.8,94.8,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
763,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2013-08,2013-08-01,95.1,95.1,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
764,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2013-09,2013-09-01,95.4,95.4,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
765,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2013-10,2013-10-01,95.5,95.5,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
766,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2013-11,2013-11-01,95.5,95.5,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
767,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2013-12,2013-12-01,95.6,95.6,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
768,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2014-01,2014-01-01,95.5,95.5,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
769,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2014-02,2014-02-01,95.5,95.5,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
770,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2014-03,2014-03-01,95.7,95.7,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
771,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2014-04,2014-04-01,97.7,97.7,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
772,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2014-05,2014-05-01,98.1,98.1,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
773,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2014-06,2014-06-01,98.0,98.0,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
774,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2014-07,2014-07-01,98.1,98.1,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
775,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2014-08,2014-08-01,98.3,98.3,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
776,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2014-09,2014-09-01,98.5,98.5,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
777,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2014-10,2014-10-01,98.2,98.2,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
778,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2014-11,2014-11-01,97.9,97.9,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
779,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2014-12,2014-12-01,97.9,97.9,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
780,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2015-01,2015-01-01,97.8,97.8,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
781,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2015-02,2015-02-01,97.6,97.6,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
782,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2015-03,2015-03-01,97.9,97.9,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
783,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2015-04,2015-04-01,98.4,98.4,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
784,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2015-05,2015-05-01,98.7,98.7,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
785,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2015-06,2015-06-01,98.4,98.4,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
786,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2015-07,2015-07-01,98.3,98.3,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
787,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2015-08,2015-08-01,98.4,98.4,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
788,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2015-09,2015-09-01,98.5,98.5,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
789,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2015-10,2015-10-01,98.5,98.5,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
790,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2015-11,2015-11-01,98.1,98.1,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
791,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2015-12,2015-12-01,98.1,98.1,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
792,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2016-01,2016-01-01,97.7,97.7,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
793,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2016-02,2016-02-01,97.8,97.8,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
794,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",2016-03,2016-03-01,97.9,97.9,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
